Date,Price,Open,High,Low,Volume,Change %,Country
"Sep 14, 2020","5,161.83","5,060.02","5,161.83","5,059.27",10.99B,2.89%,Indonesia
"Sep 11, 2020","5,016.71","4,804.64","5,016.71","4,754.80",12.58B,2.56%,Indonesia
"Sep 10, 2020","4,891.46","5,084.33","5,084.48","4,878.28",8.24B,-5.01%,Indonesia
"Sep 09, 2020","5,149.38","5,214.03","5,216.02","5,135.81",10.12B,-1.81%,Indonesia
"Sep 08, 2020","5,244.07","5,232.92","5,256.31","5,232.92",10.34B,0.27%,Indonesia
"Sep 07, 2020","5,230.20","5,235.01","5,245.35","5,195.87",8.01B,-0.18%,Indonesia
"Sep 04, 2020","5,239.85","5,280.81","5,280.76","5,188.61",9.51B,-0.78%,Indonesia
"Sep 03, 2020","5,280.81","5,311.97","5,331.17","5,242.17",13.69B,-0.59%,Indonesia
"Sep 02, 2020","5,311.97","5,310.68","5,337.10","5,295.28",12.16B,0.02%,Indonesia
"Sep 01, 2020","5,310.68","5,238.49","5,310.68","5,219.21",9.05B,1.38%,Indonesia
"Aug 31, 2020","5,238.49","5,346.66","5,369.45","5,233.14",12.41B,-2.02%,Indonesia
"Aug 28, 2020","5,346.66","5,371.47","5,381.95","5,325.60",10.80B,-0.46%,Indonesia
"Aug 27, 2020","5,371.47","5,340.33","5,371.47","5,325.49",13.45B,0.58%,Indonesia
"Aug 26, 2020","5,340.33","5,338.89","5,351.47","5,324.61",13.77B,0.03%,Indonesia
"Aug 25, 2020","5,338.89","5,277.04","5,341.38","5,276.96",14.65B,1.17%,Indonesia
"Aug 24, 2020","5,277.04","5,272.81","5,294.15","5,261.41",13.84B,0.08%,Indonesia
"Aug 19, 2020","5,272.81","5,295.17","5,327.32","5,268.51",9.27B,-0.42%,Indonesia
"Aug 18, 2020","5,295.17","5,247.69","5,316.13","5,244.00",9.56B,0.90%,Indonesia
"Aug 14, 2020","5,247.69","5,239.25","5,255.37","5,221.92",7.04B,0.16%,Indonesia
"Aug 13, 2020","5,239.25","5,233.45","5,279.35","5,218.41",8.46B,0.11%,Indonesia
"Aug 12, 2020","5,233.45","5,190.17","5,235.52","5,178.46",9.68B,0.83%,Indonesia
"Aug 11, 2020","5,190.17","5,157.83","5,201.45","5,157.93",8.84B,0.63%,Indonesia
"Aug 10, 2020","5,157.83","5,143.89","5,158.68","5,134.87",6.52B,0.27%,Indonesia
"Aug 07, 2020","5,143.89","5,178.27","5,187.37","5,119.68",9.13B,-0.66%,Indonesia
"Aug 06, 2020","5,178.27","5,127.05","5,187.96","5,127.10",9.05B,1.00%,Indonesia
"Aug 05, 2020","5,127.05","5,075.00","5,127.05","5,059.09",8.46B,1.03%,Indonesia
"Aug 04, 2020","5,075.00","5,006.22","5,075.00","5,006.50",7.38B,1.37%,Indonesia
"Aug 03, 2020","5,006.22","5,149.63","5,157.27","4,928.47",8.38B,-2.78%,Indonesia
"Jul 30, 2020","5,149.63","5,111.11","5,149.63","5,091.40",8.07B,0.75%,Indonesia
"Jul 29, 2020","5,111.11","5,112.99","5,117.35","5,085.34",8.89B,-0.04%,Indonesia
"Jul 28, 2020","5,112.99","5,116.67","5,143.29","5,097.42",9.19B,-0.07%,Indonesia
"Jul 27, 2020","5,116.67","5,082.99","5,116.67","5,080.12",10.35B,0.66%,Indonesia
"Jul 24, 2020","5,082.99","5,145.01","5,149.59","5,074.49",9.70B,-1.21%,Indonesia
"Jul 23, 2020","5,145.01","5,110.19","5,162.98","5,110.22",9.88B,0.68%,Indonesia
"Jul 22, 2020","5,110.19","5,114.71","5,142.04","5,099.57",7.95B,-0.09%,Indonesia
"Jul 21, 2020","5,114.71","5,051.11","5,135.56","5,047.09",8.32B,1.26%,Indonesia
"Jul 20, 2020","5,051.11","5,079.58","5,100.19","5,031.89",6.86B,-0.56%,Indonesia
"Jul 17, 2020","5,079.58","5,098.37","5,110.43","5,073.56",6.17B,-0.37%,Indonesia
"Jul 16, 2020","5,098.37","5,075.80","5,107.26","5,075.80",6.87B,0.44%,Indonesia
"Jul 15, 2020","5,075.80","5,079.12","5,116.46","5,069.38",8.26B,-0.07%,Indonesia
"Jul 14, 2020","5,079.12","5,064.45","5,079.12","5,053.72",7.15B,0.29%,Indonesia
"Jul 13, 2020","5,064.45","5,031.26","5,075.10","5,024.93",6.53B,0.66%,Indonesia
"Jul 10, 2020","5,031.26","5,052.79","5,076.52","5,022.17",6.77B,-0.43%,Indonesia
"Jul 09, 2020","5,052.79","5,076.17","5,111.56","5,041.93",7.98B,-0.46%,Indonesia
"Jul 08, 2020","5,076.17","4,987.08","5,080.25","4,985.02",7.35B,1.79%,Indonesia
"Jul 07, 2020","4,987.08","4,988.87","5,011.71","4,982.33",7.28B,-0.04%,Indonesia
"Jul 06, 2020","4,988.87","4,973.79","5,009.35","4,973.49",6.43B,0.30%,Indonesia
"Jul 03, 2020","4,973.79","4,966.78","4,997.48","4,964.11",5.57B,0.14%,Indonesia
"Jul 02, 2020","4,966.78","4,914.39","4,966.78","4,914.39",5.54B,1.07%,Indonesia
"Jul 01, 2020","4,914.39","4,905.39","4,928.61","4,885.60",4.32B,0.18%,Indonesia
"Jun 30, 2020","4,905.39","4,901.82","4,939.84","4,894.12",5.13B,0.07%,Indonesia
"Jun 29, 2020","4,901.82","4,904.09","4,909.91","4,862.04",4.42B,-0.05%,Indonesia
"Jun 26, 2020","4,904.09","4,896.73","4,941.14","4,882.14",4.43B,0.15%,Indonesia
"Jun 25, 2020","4,896.73","4,964.73","4,964.73","4,883.71",5.07B,-1.37%,Indonesia
"Jun 24, 2020","4,964.73","4,879.13","4,977.65","4,879.13",6.25B,1.75%,Indonesia
"Jun 23, 2020","4,879.13","4,918.83","4,938.39","4,879.13",5.49B,-0.81%,Indonesia
"Jun 22, 2020","4,918.83","4,942.27","4,957.67","4,904.77",4.79B,-0.47%,Indonesia
"Jun 19, 2020","4,942.27","4,925.25","4,970.07","4,925.25",5.76B,0.35%,Indonesia
"Jun 18, 2020","4,925.25","4,987.78","4,993.61","4,925.25",7.09B,-1.25%,Indonesia
"Jun 17, 2020","4,987.78","4,986.46","5,018.98","4,968.93",6.84B,0.03%,Indonesia
"Jun 16, 2020","4,986.46","4,816.34","4,989.53","4,816.34",7.58B,3.53%,Indonesia
"Jun 15, 2020","4,816.34","4,880.36","4,918.06","4,809.62",6.41B,-1.31%,Indonesia
"Jun 12, 2020","4,880.36","4,854.75","4,880.36","4,712.07",8.09B,0.53%,Indonesia
"Jun 11, 2020","4,854.75","4,920.68","4,931.24","4,812.19",7.17B,-1.34%,Indonesia
"Jun 10, 2020","4,920.68","5,035.06","5,036.86","4,892.82",8.42B,-2.27%,Indonesia
"Jun 09, 2020","5,035.06","5,070.56","5,139.41","5,023.77",11.51B,-0.70%,Indonesia
"Jun 08, 2020","5,070.56","4,947.78","5,103.09","4,947.78",13.82B,2.48%,Indonesia
"Jun 05, 2020","4,947.78","4,916.70","4,948.51","4,851.15",8.69B,0.63%,Indonesia
"Jun 04, 2020","4,916.70","4,941.01","5,014.76","4,899.39",11.09B,-0.49%,Indonesia
"Jun 03, 2020","4,941.01","4,847.51","4,960.07","4,847.51",10.16B,1.93%,Indonesia
"Jun 02, 2020","4,847.51","4,753.61","4,884.01","4,753.61",7.31B,1.98%,Indonesia
"May 29, 2020","4,753.61","4,716.19","4,755.96","4,704.79",10.48B,0.79%,Indonesia
"May 28, 2020","4,716.19","4,641.56","4,741.60","4,638.81",6.85B,1.61%,Indonesia
"May 27, 2020","4,641.56","4,626.80","4,641.56","4,597.37",6.10B,0.32%,Indonesia
"May 26, 2020","4,626.80","4,545.95","4,634.65","4,541.83",5.38B,1.78%,Indonesia
"May 20, 2020","4,545.95","4,548.66","4,561.55","4,521.47",4.25B,-0.06%,Indonesia
"May 19, 2020","4,548.66","4,511.06","4,609.04","4,511.06",5.17B,0.83%,Indonesia
"May 18, 2020","4,511.06","4,507.61","4,527.97","4,487.18",4.52B,0.08%,Indonesia
"May 15, 2020","4,507.61","4,513.83","4,540.42","4,460.27",4.63B,-0.14%,Indonesia
"May 14, 2020","4,513.83","4,554.36","4,564.15","4,494.15",4.73B,-0.89%,Indonesia
"May 13, 2020","4,554.36","4,588.73","4,588.73","4,519.98",4.51B,-0.75%,Indonesia
"May 12, 2020","4,588.73","4,639.10","4,644.13","4,552.39",4.69B,-1.09%,Indonesia
"May 11, 2020","4,639.10","4,597.43","4,659.86","4,597.43",4.55B,0.91%,Indonesia
"May 08, 2020","4,597.43","4,608.79","4,630.59","4,586.74",4.78B,-0.25%,Indonesia
"May 06, 2020","4,608.79","4,630.13","4,647.52","4,597.75",4.51B,-0.46%,Indonesia
"May 05, 2020","4,630.13","4,605.49","4,667.79","4,605.49",4.78B,0.54%,Indonesia
"May 04, 2020","4,605.49","4,716.40","4,716.40","4,576.23",3.91B,-2.35%,Indonesia
"Apr 30, 2020","4,716.40","4,567.32","4,726.77","4,567.32",6.02B,3.26%,Indonesia
"Apr 29, 2020","4,567.32","4,529.55","4,568.67","4,523.96",4.15B,0.83%,Indonesia
"Apr 28, 2020","4,529.55","4,513.14","4,532.38","4,494.47",4.54B,0.36%,Indonesia
"Apr 27, 2020","4,513.14","4,496.06","4,541.31","4,474.89",3.68B,0.38%,Indonesia
"Apr 24, 2020","4,496.06","4,593.55","4,593.83","4,496.06",4.61B,-2.12%,Indonesia
"Apr 23, 2020","4,593.55","4,567.56","4,629.03","4,567.56",4.95B,0.57%,Indonesia
"Apr 22, 2020","4,567.56","4,501.92","4,580.68","4,441.09",4.84B,1.46%,Indonesia
"Apr 21, 2020","4,501.92","4,575.90","4,575.90","4,482.64",4.23B,-1.62%,Indonesia
"Apr 20, 2020","4,575.90","4,634.82","4,669.54","4,573.77",5.21B,-1.27%,Indonesia
"Apr 17, 2020","4,634.82","4,480.61","4,637.24","4,480.61",5.45B,3.44%,Indonesia
"Apr 16, 2020","4,480.61","4,625.90","4,625.90","4,463.81",5.63B,-3.14%,Indonesia
"Apr 15, 2020","4,625.90","4,706.49","4,747.73","4,605.05",6.31B,-1.71%,Indonesia
"Apr 14, 2020","4,706.49","4,623.89","4,706.49","4,623.89",5.52B,1.79%,Indonesia
"Apr 13, 2020","4,623.89","4,649.08","4,659.03","4,591.73",4.56B,-0.54%,Indonesia
"Apr 09, 2020","4,649.08","4,626.69","4,669.71","4,562.90",5.35B,0.48%,Indonesia
"Apr 08, 2020","4,626.69","4,778.64","4,780.21","4,583.90",4.56B,-3.18%,Indonesia
"Apr 07, 2020","4,778.64","4,811.83","4,975.54","4,721.72",8.62B,-0.69%,Indonesia
"Apr 06, 2020","4,811.83","4,623.43","4,811.83","4,623.43",7.05B,4.07%,Indonesia
"Apr 03, 2020","4,623.43","4,531.69","4,623.43","4,531.81",5.87B,2.02%,Indonesia
"Apr 02, 2020","4,531.69","4,466.04","4,531.69","4,393.67",4.60B,1.47%,Indonesia
"Apr 01, 2020","4,466.04","4,538.93","4,627.42","4,445.14",4.18B,-1.61%,Indonesia
"Mar 31, 2020","4,538.93","4,414.50","4,569.47","4,414.50",4.34B,2.82%,Indonesia
"Mar 30, 2020","4,414.50","4,545.57","4,545.57","4,317.71",2.76B,-2.88%,Indonesia
"Mar 27, 2020","4,545.57","4,338.90","4,697.67","4,338.90",7.79B,4.76%,Indonesia
"Mar 26, 2020","4,338.90","3,937.63","4,370.66","3,935.91",8.11B,10.19%,Indonesia
"Mar 24, 2020","3,937.63","3,989.52","4,123.56","3,911.72",4.57B,-1.30%,Indonesia
"Mar 23, 2020","3,989.52","4,194.94","4,194.94","3,975.19",3.25B,-4.90%,Indonesia
"Mar 20, 2020","4,194.94","4,105.42","4,238.26","3,918.34",6.30B,2.18%,Indonesia
"Mar 19, 2020","4,105.42","4,330.67","4,330.67","4,093.71",2.64B,-5.20%,Indonesia
"Mar 18, 2020","4,330.67","4,456.75","4,473.82","4,284.67",3.86B,-2.83%,Indonesia
"Mar 17, 2020","4,456.75","4,690.66","4,698.04","4,447.96",3.07B,-4.99%,Indonesia
"Mar 16, 2020","4,690.66","4,907.57","4,904.54","4,677.75",3.05B,-4.42%,Indonesia
"Mar 13, 2020","4,907.57","4,895.75","4,937.99","4,639.91",4.63B,0.24%,Indonesia
"Mar 12, 2020","4,895.75","5,040.96","5,040.99","4,895.75",3.70B,-5.01%,Indonesia
"Mar 11, 2020","5,154.10","5,231.61","5,264.48","5,112.32",4.67B,-1.28%,Indonesia
"Mar 10, 2020","5,220.83","5,149.49","5,278.42","5,149.45",4.45B,1.64%,Indonesia
"Mar 09, 2020","5,136.81","5,364.60","5,364.60","5,133.15",4.27B,-6.58%,Indonesia
"Mar 06, 2020","5,498.54","5,575.57","5,577.80","5,498.54",3.24B,-2.48%,Indonesia
"Mar 05, 2020","5,638.13","5,688.78","5,715.94","5,613.72",4.07B,-0.21%,Indonesia
"Mar 04, 2020","5,650.14","5,524.09","5,651.85","5,516.81",4.53B,2.38%,Indonesia
"Mar 03, 2020","5,518.63","5,431.30","5,545.77","5,431.30",4.30B,2.94%,Indonesia
"Mar 02, 2020","5,361.25","5,455.05","5,491.13","5,354.62",4.02B,-1.68%,Indonesia
"Feb 28, 2020","5,452.70","5,436.17","5,456.28","5,288.37",4.96B,-1.50%,Indonesia
"Feb 27, 2020","5,535.69","5,680.44","5,684.29","5,526.82",4.13B,-2.69%,Indonesia
"Feb 26, 2020","5,688.92","5,757.17","5,757.74","5,688.92",3.95B,-1.70%,Indonesia
"Feb 25, 2020","5,787.14","5,784.74","5,814.68","5,752.33",3.95B,-0.34%,Indonesia
"Feb 24, 2020","5,807.05","5,846.15","5,863.12","5,787.92",4.00B,-1.28%,Indonesia
"Feb 21, 2020","5,882.25","5,940.79","5,944.21","5,873.73",3.67B,-1.01%,Indonesia
"Feb 20, 2020","5,942.49","5,941.45","5,960.71","5,929.15",3.74B,0.23%,Indonesia
"Feb 19, 2020","5,928.79","5,898.90","5,928.79","5,898.70",3.45B,0.71%,Indonesia
"Feb 18, 2020","5,886.96","5,856.88","5,907.14","5,855.92",3.46B,0.33%,Indonesia
"Feb 17, 2020","5,867.52","5,863.91","5,878.46","5,853.60",2.87B,0.01%,Indonesia
"Feb 14, 2020","5,866.94","5,857.72","5,890.03","5,843.43",2.77B,-0.09%,Indonesia
"Feb 13, 2020","5,871.95","5,921.91","5,929.50","5,860.25",3.32B,-0.70%,Indonesia
"Feb 12, 2020","5,913.08","5,957.06","5,962.35","5,895.72",2.93B,-0.69%,Indonesia
"Feb 11, 2020","5,954.40","5,963.55","5,979.57","5,945.05",3.37B,0.04%,Indonesia
"Feb 10, 2020","5,952.08","5,993.38","5,996.47","5,937.38",3.43B,-0.79%,Indonesia
"Feb 07, 2020","5,999.61","5,988.06","6,004.81","5,981.64",3.53B,0.21%,Indonesia
"Feb 06, 2020","5,987.15","6,002.92","6,013.70","5,969.48",3.99B,0.14%,Indonesia
"Feb 05, 2020","5,978.51","5,955.52","5,978.51","5,924.37",3.98B,0.95%,Indonesia
"Feb 04, 2020","5,922.34","5,947.51","5,952.95","5,911.38",3.62B,0.65%,Indonesia
"Feb 03, 2020","5,884.17","5,920.97","5,942.78","5,877.20",3.50B,-0.94%,Indonesia
"Jan 31, 2020","5,940.05","6,076.46","6,078.93","5,937.02",4.15B,-1.94%,Indonesia
"Jan 30, 2020","6,057.60","6,130.10","6,130.80","6,048.88",3.49B,-0.91%,Indonesia
"Jan 29, 2020","6,113.04","6,123.10","6,152.59","6,102.80",3.46B,0.03%,Indonesia
"Jan 28, 2020","6,111.18","6,110.22","6,112.83","6,065.12",4.21B,-0.36%,Indonesia
"Jan 27, 2020","6,133.21","6,240.82","6,242.18","6,130.93",4.37B,-1.78%,Indonesia
"Jan 24, 2020","6,244.11","6,242.83","6,258.85","6,234.83",3.88B,-0.08%,Indonesia
"Jan 23, 2020","6,249.21","6,244.00","6,255.04","6,229.13",4.13B,0.25%,Indonesia
"Jan 22, 2020","6,233.45","6,241.58","6,265.51","6,223.19",5.11B,-0.08%,Indonesia
"Jan 21, 2020","6,238.15","6,252.00","6,257.88","6,226.06",4.19B,-0.11%,Indonesia
"Jan 20, 2020","6,245.04","6,310.50","6,312.99","6,240.19",3.88B,-0.74%,Indonesia
"Jan 17, 2020","6,291.66","6,293.78","6,301.48","6,266.93",3.76B,0.09%,Indonesia
"Jan 16, 2020","6,286.05","6,275.96","6,299.54","6,255.49",4.21B,0.04%,Indonesia
"Jan 15, 2020","6,283.37","6,326.17","6,348.53","6,255.50",5.11B,-0.66%,Indonesia
"Jan 14, 2020","6,325.41","6,308.89","6,325.41","6,298.61",4.45B,0.46%,Indonesia
"Jan 13, 2020","6,296.57","6,287.91","6,297.78","6,269.48",4.40B,0.34%,Indonesia
"Jan 10, 2020","6,274.94","6,287.17","6,295.37","6,271.98",5.22B,0.01%,Indonesia
"Jan 09, 2020","6,274.49","6,248.66","6,274.49","6,238.98",4.19B,0.78%,Indonesia
"Jan 08, 2020","6,225.69","6,248.44","6,250.12","6,218.13",4.46B,-0.85%,Indonesia
"Jan 07, 2020","6,279.35","6,272.22","6,284.89","6,246.13",3.94B,0.35%,Indonesia
"Jan 06, 2020","6,257.40","6,293.50","6,300.44","6,252.63",4.14B,-1.04%,Indonesia
"Jan 03, 2020","6,323.47","6,306.19","6,323.47","6,287.71",4.46B,0.63%,Indonesia
"Jan 02, 2020","6,283.58","6,313.13","6,317.01","6,263.68",3.30B,-0.25%,Indonesia
"Nov 18, 2020","2,545.64","2,548.85","2,553.95","2,536.78",910.53K,0.26%,SouthKorea
"Nov 17, 2020","2,539.15","2,544.12","2,556.09","2,533.34",1.27B,-0.15%,SouthKorea
"Nov 16, 2020","2,543.03","2,507.46","2,546.37","2,507.46",1.24B,1.97%,SouthKorea
"Nov 13, 2020","2,493.87","2,470.12","2,495.77","2,460.96",1.07B,0.74%,SouthKorea
"Nov 12, 2020","2,475.62","2,482.68","2,488.79","2,467.04",1.28B,-0.41%,SouthKorea
"Nov 11, 2020","2,485.87","2,459.50","2,488.04","2,459.50",1.27B,1.35%,SouthKorea
"Nov 10, 2020","2,452.83","2,453.95","2,457.94","2,435.59",1.46B,0.23%,SouthKorea
"Nov 09, 2020","2,447.20","2,438.63","2,459.15","2,434.52",1.35B,1.27%,SouthKorea
"Nov 06, 2020","2,416.50","2,421.79","2,431.11","2,404.97",825.57M,0.11%,SouthKorea
"Nov 05, 2020","2,413.79","2,373.41","2,413.79","2,370.85",702.04M,2.40%,SouthKorea
"Nov 04, 2020","2,357.32","2,361.32","2,371.14","2,339.95",986.79M,0.60%,SouthKorea
"Nov 03, 2020","2,343.31","2,315.81","2,344.77","2,315.30",887.44M,1.88%,SouthKorea
"Nov 02, 2020","2,300.16","2,276.61","2,302.64","2,267.95",678.50M,1.46%,SouthKorea
"Oct 30, 2020","2,267.15","2,319.56","2,320.20","2,266.93",795.59M,-2.56%,SouthKorea
"Oct 29, 2020","2,326.67","2,312.34","2,330.17","2,299.91",509.77M,-0.79%,SouthKorea
"Oct 28, 2020","2,345.26","2,324.18","2,345.46","2,316.47",705.77M,0.62%,SouthKorea
"Oct 27, 2020","2,330.84","2,328.66","2,349.33","2,321.23",666.94M,-0.56%,SouthKorea
"Oct 26, 2020","2,343.91","2,366.50","2,374.50","2,342.58",822.27M,-0.72%,SouthKorea
"Oct 23, 2020","2,360.81","2,364.84","2,368.57","2,344.49",890.38M,0.24%,SouthKorea
"Oct 22, 2020","2,355.05","2,355.61","2,360.22","2,339.73",815.61M,-0.67%,SouthKorea
"Oct 21, 2020","2,370.86","2,363.03","2,371.74","2,356.32",812.84M,0.53%,SouthKorea
"Oct 20, 2020","2,358.41","2,333.56","2,358.41","2,322.06",874.29M,0.50%,SouthKorea
"Oct 19, 2020","2,346.74","2,352.92","2,364.25","2,344.77",931.64M,0.22%,SouthKorea
"Oct 16, 2020","2,341.53","2,363.88","2,370.73","2,325.03",920.20M,-0.83%,SouthKorea
"Oct 15, 2020","2,361.21","2,375.91","2,376.73","2,348.74",1.17B,-0.81%,SouthKorea
"Oct 14, 2020","2,380.48","2,403.74","2,405.56","2,375.54",901.18M,-0.94%,SouthKorea
"Oct 13, 2020","2,403.15","2,416.85","2,418.89","2,385.87",724.92M,-0.02%,SouthKorea
"Oct 12, 2020","2,403.73","2,404.18","2,409.42","2,393.74",843.57M,0.49%,SouthKorea
"Oct 08, 2020","2,391.96","2,408.49","2,409.01","2,383.82",961.73M,0.21%,SouthKorea
"Oct 07, 2020","2,386.94","2,350.82","2,387.45","2,347.82",737.99M,0.89%,SouthKorea
"Oct 06, 2020","2,365.90","2,369.17","2,378.28","2,355.39",861.75M,0.34%,SouthKorea
"Oct 05, 2020","2,358.00","2,330.55","2,364.73","2,327.83",763.62M,1.29%,SouthKorea
"Sep 29, 2020","2,327.89","2,331.51","2,339.83","2,320.04",646.22M,0.86%,SouthKorea
"Sep 28, 2020","2,308.08","2,301.16","2,314.81","2,291.32",605.98M,1.29%,SouthKorea
"Sep 25, 2020","2,278.79","2,295.19","2,296.36","2,267.63",697.96M,0.27%,SouthKorea
"Sep 24, 2020","2,272.70","2,295.62","2,309.74","2,268.88",714.88M,-2.59%,SouthKorea
"Sep 23, 2020","2,333.24","2,352.56","2,354.46","2,287.44",735.04M,0.03%,SouthKorea
"Sep 22, 2020","2,332.59","2,388.14","2,388.49","2,323.58",1.05B,-2.38%,SouthKorea
"Sep 21, 2020","2,389.39","2,412.44","2,427.17","2,379.38",1.04B,-0.95%,SouthKorea
"Sep 18, 2020","2,412.40","2,413.53","2,417.81","2,396.33",756.52M,0.26%,SouthKorea
"Sep 17, 2020","2,406.17","2,430.77","2,437.02","2,398.69",853.74M,-1.22%,SouthKorea
"Sep 16, 2020","2,435.92","2,442.72","2,450.53","2,429.94",772.94M,-0.31%,SouthKorea
"Sep 15, 2020","2,443.58","2,434.59","2,444.57","2,423.79",849.97M,0.65%,SouthKorea
"Sep 14, 2020","2,427.91","2,418.33","2,429.07","2,410.79",963.08M,1.30%,SouthKorea
"Sep 11, 2020","2,396.69","2,389.76","2,397.56","2,374.00",882.88M,0.01%,SouthKorea
"Sep 10, 2020","2,396.48","2,404.83","2,406.68","2,388.56",1.06B,0.87%,SouthKorea
"Sep 09, 2020","2,375.81","2,372.53","2,388.85","2,369.12",946.25M,-1.09%,SouthKorea
"Sep 08, 2020","2,401.91","2,402.66","2,407.56","2,391.43",979.36M,0.74%,SouthKorea
"Sep 07, 2020","2,384.22","2,369.85","2,387.49","2,362.42",1.20B,0.67%,SouthKorea
"Sep 04, 2020","2,368.25","2,332.68","2,371.02","2,332.68",1.35B,-1.15%,SouthKorea
"Sep 03, 2020","2,395.90","2,383.26","2,401.78","2,382.23",981.55M,1.33%,SouthKorea
"Sep 02, 2020","2,364.37","2,363.43","2,369.57","2,341.29",1.43B,0.63%,SouthKorea
"Sep 01, 2020","2,349.55","2,340.19","2,355.90","2,331.23",1.09B,1.01%,SouthKorea
"Aug 31, 2020","2,326.17","2,377.09","2,381.50","2,326.06",1.65B,-1.17%,SouthKorea
"Aug 28, 2020","2,353.80","2,362.22","2,379.26","2,345.28",1.30B,0.40%,SouthKorea
"Aug 27, 2020","2,344.45","2,371.95","2,373.36","2,344.38",913.92M,-1.05%,SouthKorea
"Aug 26, 2020","2,369.32","2,367.74","2,374.68","2,336.98",956.48M,0.11%,SouthKorea
"Aug 25, 2020","2,366.73","2,352.15","2,369.78","2,340.97",771.58M,1.58%,SouthKorea
"Aug 24, 2020","2,329.83","2,309.38","2,332.33","2,283.48",649.28M,1.10%,SouthKorea
"Aug 21, 2020","2,304.59","2,306.16","2,329.34","2,280.97",865.73M,1.34%,SouthKorea
"Aug 20, 2020","2,274.22","2,339.91","2,357.08","2,270.85",903.74M,-3.66%,SouthKorea
"Aug 19, 2020","2,360.54","2,370.87","2,380.10","2,353.17",637.96M,0.52%,SouthKorea
"Aug 18, 2020","2,348.24","2,405.84","2,419.65","2,336.78",909.75M,-2.46%,SouthKorea
"Aug 14, 2020","2,407.49","2,427.85","2,435.00","2,383.69",968.12M,-1.23%,SouthKorea
"Aug 13, 2020","2,437.53","2,455.28","2,458.17","2,412.49",907.22M,0.21%,SouthKorea
"Aug 12, 2020","2,432.35","2,414.78","2,432.35","2,393.27",763.73M,0.57%,SouthKorea
"Aug 11, 2020","2,418.67","2,396.11","2,429.36","2,396.11",843.44M,1.35%,SouthKorea
"Aug 10, 2020","2,386.38","2,353.92","2,390.51","2,349.33",784.62M,1.48%,SouthKorea
"Aug 07, 2020","2,351.67","2,349.25","2,362.24","2,333.62",812.59M,0.39%,SouthKorea
"Aug 06, 2020","2,342.61","2,322.64","2,352.48","2,322.64",797.15M,1.33%,SouthKorea
"Aug 05, 2020","2,311.86","2,289.23","2,312.14","2,283.95",841.30M,1.40%,SouthKorea
"Aug 04, 2020","2,279.97","2,272.33","2,284.66","2,269.69",722.91M,1.29%,SouthKorea
"Aug 03, 2020","2,251.04","2,251.65","2,254.38","2,237.04",648.46M,0.07%,SouthKorea
"Jul 31, 2020","2,249.37","2,278.53","2,281.41","2,248.49",739.69M,-0.78%,SouthKorea
"Jul 30, 2020","2,267.01","2,275.33","2,281.33","2,263.81",713.04M,0.17%,SouthKorea
"Jul 29, 2020","2,263.16","2,258.35","2,276.79","2,252.24",899.49M,0.27%,SouthKorea
"Jul 28, 2020","2,256.99","2,238.19","2,266.00","2,237.21",866.72M,1.76%,SouthKorea
"Jul 27, 2020","2,217.86","2,203.48","2,231.25","2,203.48",928.62M,0.79%,SouthKorea
"Jul 24, 2020","2,200.44","2,196.73","2,219.57","2,195.49",1.00B,-0.71%,SouthKorea
"Jul 23, 2020","2,216.19","2,227.24","2,227.24","2,202.99",934.54M,-0.56%,SouthKorea
"Jul 22, 2020","2,228.66","2,228.20","2,238.86","2,221.62",856.22M,-0.01%,SouthKorea
"Jul 21, 2020","2,228.83","2,219.19","2,234.86","2,214.28",918.48M,1.39%,SouthKorea
"Jul 20, 2020","2,198.20","2,209.59","2,209.59","2,183.83",686.82M,-0.14%,SouthKorea
"Jul 17, 2020","2,201.19","2,187.85","2,204.20","2,187.85",569.30M,0.80%,SouthKorea
"Jul 16, 2020","2,183.76","2,203.30","2,207.34","2,177.82",784.64M,-0.82%,SouthKorea
"Jul 15, 2020","2,201.88","2,208.73","2,216.97","2,190.66",830.27M,0.84%,SouthKorea
"Jul 14, 2020","2,183.61","2,176.43","2,183.61","2,165.60",810.95M,-0.11%,SouthKorea
"Jul 13, 2020","2,186.06","2,170.51","2,188.80","2,163.07",650.23M,1.67%,SouthKorea
"Jul 10, 2020","2,150.25","2,171.44","2,171.52","2,140.29",886.99M,-0.81%,SouthKorea
"Jul 09, 2020","2,167.90","2,171.15","2,181.48","2,166.74",619.37M,0.42%,SouthKorea
"Jul 08, 2020","2,158.88","2,166.76","2,173.83","2,150.89",677.81M,-0.24%,SouthKorea
"Jul 07, 2020","2,164.17","2,202.04","2,206.79","2,164.03",847.43M,-1.09%,SouthKorea
"Jul 06, 2020","2,187.93","2,158.95","2,191.28","2,157.71",666.90M,1.65%,SouthKorea
"Jul 03, 2020","2,152.41","2,147.89","2,153.54","2,135.30",770.05M,0.80%,SouthKorea
"Jul 02, 2020","2,135.37","2,116.72","2,135.37","2,113.98",1.09B,1.36%,SouthKorea
"Jul 01, 2020","2,106.70","2,128.81","2,133.55","2,101.33",1.12B,-0.08%,SouthKorea
"Jun 30, 2020","2,108.33","2,124.38","2,134.38","2,108.26",708.60M,0.71%,SouthKorea
"Jun 29, 2020","2,093.48","2,105.54","2,120.50","2,087.84",643.16M,-1.93%,SouthKorea
"Jun 26, 2020","2,134.65","2,137.47","2,142.04","2,115.25",761.04M,1.05%,SouthKorea
