Date,Price,Open,High,Low,Volume,Change %,Country
"Aug 25, 2020","102,117.64","102,292.87","102,708.36","101,623.31",8.19M,-0.18%,Brazil
"Aug 24, 2020","102,297.95","101,525.44","102,514.87","101,525.20",7.72M,0.77%,Brazil
"Aug 21, 2020","101,521.29","101,459.55","101,565.80","100,412.45",9.10M,0.05%,Brazil
"Aug 20, 2020","101,467.87","100,852.94","101,749.10","99,131.40",9.40M,0.61%,Brazil
"Aug 19, 2020","100,853.72","102,072.16","102,333.79","100,800.41",10.03M,-1.19%,Brazil
"Aug 18, 2020","102,065.35","99,597.01","102,247.30","99,597.01",9.42M,2.48%,Brazil
"Aug 17, 2020","99,595.41","101,348.15","101,688.98","98,513.34",10.82M,-1.73%,Brazil
"Aug 14, 2020","101,353.45","100,469.44","101,717.34","100,444.74",8.58M,0.89%,Brazil
"Aug 13, 2020","100,460.60","102,118.28","103,236.93","100,187.06",10.72M,-1.62%,Brazil
"Aug 12, 2020","102,117.79","102,175.95","103,116.11","100,697.78",10.11M,-0.06%,Brazil
"Aug 11, 2020","102,174.40","103,448.75","104,408.92","102,174.26",9.36M,-1.23%,Brazil
"Aug 10, 2020","103,444.48","102,776.02","103,722.49","101,282.05",8.26M,0.65%,Brazil
"Aug 07, 2020","102,775.55","104,116.04","104,126.30","101,956.50",10.34M,-1.30%,Brazil
"Aug 06, 2020","104,125.64","102,794.76","104,523.28","102,794.76",9.69M,1.29%,Brazil
"Aug 05, 2020","102,801.76","101,219.98","103,762.66","101,219.98",10.92M,1.57%,Brazil
"Aug 04, 2020","101,215.87","102,825.55","103,011.50","100,004.50",12.03M,-1.57%,Brazil
"Aug 03, 2020","102,829.96","102,912.87","103,863.33","102,304.26",10.90M,-0.08%,Brazil
"Jul 31, 2020","102,912.24","105,009.99","105,462.13","102,642.04",12.93M,-2.00%,Brazil
"Jul 30, 2020","105,008.70","105,605.17","105,606.79","103,919.94",9.59M,-0.56%,Brazil
"Jul 29, 2020","105,605.17","104,111.75","105,703.62","104,111.75",9.24M,1.44%,Brazil
"Jul 28, 2020","104,109.07","104,477.08","104,662.83","103,591.80",9.09M,-0.35%,Brazil
"Jul 27, 2020","104,477.08","102,380.85","104,584.52","102,380.55",9.62M,2.05%,Brazil
"Jul 24, 2020","102,381.58","102,291.82","102,693.74","100,858.76",9.80M,0.09%,Brazil
"Jul 23, 2020","102,293.31","104,291.24","104,949.40","102,118.54",10.37M,-1.91%,Brazil
"Jul 22, 2020","104,289.57","104,311.59","104,979.95","103,277.01",10.83M,-0.02%,Brazil
"Jul 21, 2020","104,309.74","104,426.49","105,449.23","103,732.33",11.11M,-0.11%,Brazil
"Jul 20, 2020","104,426.37","102,887.60","104,438.58","102,744.25",8.93M,1.49%,Brazil
"Jul 17, 2020","102,888.25","100,554.09","103,016.60","100,554.09",10.43M,2.32%,Brazil
"Jul 16, 2020","100,553.27","101,791.01","101,792.33","100,160.18",8.13M,-1.22%,Brazil
"Jul 15, 2020","101,790.54","100,444.28","102,113.51","100,444.28",9.29M,1.34%,Brazil
"Jul 14, 2020","100,440.23","98,698.88","100,632.06","98,288.81",10.02M,1.77%,Brazil
"Jul 13, 2020","98,697.06","100,027.40","100,857.68","98,697.06",10.38M,-1.33%,Brazil
"Jul 10, 2020","100,031.83","99,160.17","100,100.98","98,738.66",9.15M,0.88%,Brazil
"Jul 09, 2020","99,160.33","99,770.32","100,191.24","98,860.83",9.47M,-0.61%,Brazil
"Jul 08, 2020","99,769.88","97,764.95","99,972.78","97,764.95",9.14M,2.05%,Brazil
"Jul 07, 2020","97,761.04","98,937.40","98,938.00","97,272.02",8.95M,-1.19%,Brazil
"Jul 06, 2020","98,937.16","96,775.74","99,256.85","96,767.64",9.49M,2.24%,Brazil
"Jul 03, 2020","96,764.85","96,236.97","96,764.87","95,803.32",5.35M,0.55%,Brazil
"Jul 02, 2020","96,234.96","96,205.58","97,864.16","96,051.85",10.06M,0.03%,Brazil
"Jul 01, 2020","96,203.20","95,061.62","96,851.75","95,061.62",10.16M,1.21%,Brazil
"Jun 30, 2020","95,055.82","95,727.60","96,257.30","94,806.47",10.14M,-0.71%,Brazil
"Jun 29, 2020","95,735.35","93,836.94","95,735.35","93,825.27",8.91M,2.03%,Brazil
"Jun 26, 2020","93,834.49","95,979.03","95,979.03","93,513.70",8.44M,-2.24%,Brazil
"Jun 25, 2020","95,983.09","94,382.05","96,259.70","94,151.83",8.70M,1.70%,Brazil
"Jun 24, 2020","94,377.36","95,973.81","95,973.81","93,259.07",9.96M,-1.66%,Brazil
"Jun 23, 2020","95,975.16","95,343.52","97,485.59","95,343.52",9.75M,0.67%,Brazil
"Jun 22, 2020","95,335.96","96,572.24","96,870.44","94,868.81",8.26M,-1.28%,Brazil
"Jun 19, 2020","96,572.10","96,137.89","97,540.33","95,874.30",13.13M,0.46%,Brazil
"Jun 18, 2020","96,125.24","95,547.20","97,109.54","94,697.53",10.01M,0.60%,Brazil
"Jun 17, 2020","95,547.29","93,531.17","96,611.40","93,531.17",11.13M,2.16%,Brazil
"Jun 16, 2020","93,531.17","92,386.66","95,215.56","92,386.66",12.03M,1.25%,Brazil
"Jun 15, 2020","92,375.52","92,780.35","93,111.62","90,147.92",13.32M,-0.45%,Brazil
"Jun 12, 2020","92,795.27","94,677.14","94,703.26","90,810.98",12.79M,-2.00%,Brazil
"Jun 10, 2020","94,685.98","96,747.32","97,645.85","94,664.81",11.74M,-2.13%,Brazil
"Jun 09, 2020","96,746.55","97,644.34","97,644.34","95,385.81",11.29M,-0.92%,Brazil
"Jun 08, 2020","97,644.67","94,640.43","97,693.47","94,635.19",11.10M,3.18%,Brazil
"Jun 05, 2020","94,637.06","93,839.16","97,355.75","93,838.60",13.32M,0.86%,Brazil
"Jun 04, 2020","93,828.61","92,992.63","94,132.30","92,220.80",11.49M,0.89%,Brazil
"Jun 03, 2020","93,002.14","91,048.10","93,710.05","91,048.10",15.14M,2.15%,Brazil
"Jun 02, 2020","91,046.38","88,622.49","91,046.49","88,622.49",11.83M,2.74%,Brazil
"Jun 01, 2020","88,620.10","87,395.15","89,019.37","86,836.57",9.85M,1.39%,Brazil
"May 29, 2020","87,402.59","86,951.32","87,410.03","85,384.29",16.55M,0.52%,Brazil
"May 28, 2020","86,949.09","87,946.10","88,090.67","86,766.92",10.12M,-1.13%,Brazil
"May 27, 2020","87,946.25","85,467.50","87,946.25","85,467.50",11.21M,2.90%,Brazil
"May 26, 2020","85,468.91","85,667.50","87,332.53","85,395.71",12.03M,-0.23%,Brazil
"May 25, 2020","85,663.48","82,197.76","85,875.60","82,193.33",8.76M,4.25%,Brazil
"May 22, 2020","82,173.21","83,027.09","83,027.09","81,668.80",9.28M,-1.03%,Brazil
"May 21, 2020","83,027.09","81,319.73","83,308.96","81,317.11",11.40M,2.10%,Brazil
"May 20, 2020","81,319.45","80,746.81","82,290.49","80,739.61",9.52M,0.71%,Brazil
"May 19, 2020","80,742.35","81,196.69","82,174.55","80,647.02",10.74M,-0.56%,Brazil
"May 18, 2020","81,194.29","77,575.71","81,420.37","77,571.39",11.53M,4.69%,Brazil
"May 15, 2020","77,556.62","79,010.59","79,538.23","77,426.10",11.72M,-1.84%,Brazil
"May 14, 2020","79,010.81","77,770.48","79,010.81","75,696.95",13.82M,1.59%,Brazil
"May 13, 2020","77,772.20","77,876.88","78,911.28","77,151.98",11.58M,-0.13%,Brazil
"May 12, 2020","77,871.95","79,064.60","80,344.03","77,871.95",10.25M,-1.51%,Brazil
"May 11, 2020","79,064.60","80,263.42","80,722.75","78,993.75",9.78M,-1.49%,Brazil
"May 08, 2020","80,263.35","78,151.87","80,556.62","78,151.87",10.73M,2.75%,Brazil
"May 07, 2020","78,118.57","79,072.28","80,061.19","78,061.44",13.81M,-1.20%,Brazil
"May 06, 2020","79,063.68","79,472.78","79,996.04","78,055.82",9.78M,-0.51%,Brazil
"May 05, 2020","79,470.78","78,887.12","81,065.90","78,886.34",9.15M,0.75%,Brazil
"May 04, 2020","78,876.22","80,501.17","80,501.65","77,640.22",8.59M,-2.02%,Brazil
"Apr 30, 2020","80,505.89","83,169.34","83,169.34","80,168.06",11.80M,-3.20%,Brazil
"Apr 29, 2020","83,170.80","81,312.89","83,598.01","81,312.89",11.72M,2.29%,Brazil
"Apr 28, 2020","81,312.23","78,243.32","81,427.32","78,243.32",12.94M,3.93%,Brazil
"Apr 27, 2020","78,238.60","75,334.28","78,562.71","75,326.58",10.66M,3.86%,Brazil
"Apr 24, 2020","75,330.61","79,666.62","79,666.62","72,040.82",16.53M,-5.45%,Brazil
"Apr 23, 2020","79,673.30","80,690.35","81,933.50","78,621.92",10.82M,-1.26%,Brazil
"Apr 22, 2020","80,687.15","78,972.83","81,183.73","78,972.76",9.85M,2.17%,Brazil
"Apr 20, 2020","78,972.76","78,988.64","80,105.99","76,942.89",8.87M,-0.02%,Brazil
"Apr 17, 2020","78,990.29","77,817.46","79,846.43","77,754.45",8.32M,1.51%,Brazil
"Apr 16, 2020","77,811.85","78,836.72","80,167.22","77,452.36",9.03M,-1.29%,Brazil
"Apr 15, 2020","78,831.46","79,911.33","80,034.78","77,545.67",9.76M,-1.36%,Brazil
"Apr 14, 2020","79,918.36","78,847.67","81,667.81","78,847.67",8.59M,1.37%,Brazil
"Apr 13, 2020","78,835.82","77,681.94","78,835.82","76,405.36",7.65M,1.49%,Brazil
"Apr 09, 2020","77,681.94","78,639.74","80,427.60","77,456.86",10.75M,-1.20%,Brazil
"Apr 08, 2020","78,624.62","76,334.79","79,058.13","76,115.19",10.21M,2.97%,Brazil
"Apr 07, 2020","76,358.09","74,078.01","79,855.48","74,078.01",11.29M,3.08%,Brazil
"Apr 06, 2020","74,072.98","69,555.61","75,259.70","69,555.61",9.69M,6.52%,Brazil
"Apr 03, 2020","69,537.56","72,241.09","72,241.09","67,802.47",10.41M,-3.76%,Brazil
"Apr 02, 2020","72,253.46","70,968.53","73,861.00","70,956.84",10.54M,1.81%,Brazil
"Apr 01, 2020","70,966.70","73,010.78","73,010.78","69,568.56",10.09M,-2.81%,Brazil
"Mar 31, 2020","73,019.76","74,629.42","75,511.03","72,385.14",11.14M,-2.17%,Brazil
"Mar 30, 2020","74,639.48","73,430.65","75,429.74","73,184.22",9.03M,1.65%,Brazil
"Mar 27, 2020","73,428.78","77,707.88","77,707.88","73,057.12",10.30M,-5.51%,Brazil
"Mar 26, 2020","77,709.66","74,956.05","78,846.34","74,923.27",12.76M,3.67%,Brazil
"Mar 25, 2020","74,955.57","69,727.12","76,713.93","69,359.58",12.95M,7.50%,Brazil
"Mar 24, 2020","69,729.30","63,604.42","71,535.44","63,604.42",11.68M,9.69%,Brazil
"Mar 23, 2020","63,569.62","67,067.03","67,603.83","62,161.38",11.96M,-5.22%,Brazil
"Mar 20, 2020","67,069.36","68,344.38","72,247.43","66,120.06",15.15M,-1.85%,Brazil
"Mar 19, 2020","68,331.80","66,882.80","70,071.33","61,690.53",16.14M,2.15%,Brazil
"Mar 18, 2020","66,894.95","74,576.38","74,576.38","63,546.74",16.75M,-10.35%,Brazil
"Mar 17, 2020","74,617.24","71,177.56","77,254.59","70,782.50",14.95M,4.85%,Brazil
"Mar 16, 2020","71,168.05","82,564.88","82,564.88","70,854.82",12.85M,-13.92%,Brazil
"Mar 13, 2020","82,677.91","72,621.49","83,757.51","72,621.49",15.77M,13.91%,Brazil
"Mar 12, 2020","72,582.53","85,103.19","85,103.19","68,488.29",12.01M,-14.78%,Brazil
"Mar 11, 2020","85,171.13","92,202.15","92,202.15","80,795.50",11.79M,-7.64%,Brazil
"Mar 10, 2020","92,214.47","86,070.96","92,230.27","86,070.96",13.53M,7.14%,Brazil
"Mar 09, 2020","86,067.20","97,982.08","97,982.08","85,879.64",14.65M,-12.17%,Brazil
"Mar 06, 2020","97,996.77","102,230.50","102,230.50","96,885.83",11.86M,-4.14%,Brazil
"Mar 05, 2020","102,233.24","107,216.56","107,216.56","100,536.15",8.60M,-4.65%,Brazil
"Mar 04, 2020","107,224.22","105,540.27","107,808.91","105,042.11",8.41M,1.60%,Brazil
"Mar 03, 2020","105,537.14","106,630.34","108,803.58","104,404.82",9.39M,-1.02%,Brazil
"Mar 02, 2020","106,625.41","104,259.51","107,220.02","103,779.26",8.86M,2.36%,Brazil
"Feb 28, 2020","104,171.57","102,983.54","104,171.57","99,950.96",11.23M,1.15%,Brazil
"Feb 27, 2020","102,983.54","105,710.70","106,656.32","102,983.54",11.24M,-2.59%,Brazil
"Feb 26, 2020","105,718.29","113,646.53","113,646.53","105,052.80",9.37M,-7.00%,Brazil
"Feb 21, 2020","113,681.42","114,584.97","114,584.97","112,661.31",5.90M,-0.79%,Brazil
"Feb 20, 2020","114,586.24","116,517.59","116,552.46","114,379.14",6.79M,-1.66%,Brazil
"Feb 19, 2020","116,517.59","114,981.90","116,545.32","114,774.04",6.33M,1.34%,Brazil
"Feb 18, 2020","114,977.29","115,309.22","115,309.22","113,532.04",5.55M,-0.29%,Brazil
"Feb 17, 2020","115,309.08","114,381.36","115,696.35","114,381.36",4.36M,0.81%,Brazil
"Feb 14, 2020","114,380.71","115,662.73","115,662.73","114,132.37",5.34M,-1.11%,Brazil
"Feb 13, 2020","115,662.40","116,659.69","116,659.69","114,800.64",5.64M,-0.87%,Brazil
"Feb 12, 2020","116,674.13","115,371.20","117,580.93","115,371.20",8.16M,1.13%,Brazil
"Feb 11, 2020","115,370.61","112,573.78","115,576.21","112,573.78",6.77M,2.49%,Brazil
"Feb 10, 2020","112,570.30","113,771.35","114,176.46","112,134.40",7.49M,-1.05%,Brazil
"Feb 07, 2020","113,770.29","115,189.97","115,189.97","113,769.14",6.59M,-1.23%,Brazil
"Feb 06, 2020","115,189.97","116,033.22","117,381.83","114,722.68",7.38M,-0.72%,Brazil
"Feb 05, 2020","116,028.27","115,562.65","117,700.53","115,562.34",7.17M,0.41%,Brazil
"Feb 04, 2020","115,556.71","114,630.58","116,555.61","114,630.58",5.83M,0.81%,Brazil
"Feb 03, 2020","114,629.21","113,760.57","115,299.47","113,467.40",5.51M,0.76%,Brazil
"Jan 31, 2020","113,760.57","115,518.20","115,518.20","113,148.36",6.22M,-1.53%,Brazil
"Jan 30, 2020","115,528.04","115,374.99","115,528.04","112,825.49",6.32M,0.12%,Brazil
"Jan 29, 2020","115,384.84","116,494.45","117,171.28","115,163.75",5.10M,-0.94%,Brazil
"Jan 28, 2020","116,478.98","114,482.37","116,796.70","114,474.61",5.23M,1.74%,Brazil
"Jan 27, 2020","114,481.84","118,346.72","118,346.72","114,375.58",6.10M,-3.29%,Brazil
"Jan 24, 2020","118,376.36","119,527.63","119,593.10","118,108.30",4.78M,-0.96%,Brazil
"Jan 23, 2020","119,527.63","118,391.45","119,534.80","116,905.95",6.57M,0.96%,Brazil
"Jan 22, 2020","118,391.36","117,035.48","118,400.98","117,035.48",5.77M,1.17%,Brazil
"Jan 21, 2020","117,026.04","118,860.85","118,860.85","117,026.04",5.09M,-1.54%,Brazil
"Jan 20, 2020","118,861.63","118,478.38","118,861.63","117,927.53",3.84M,0.32%,Brazil
"Jan 17, 2020","118,478.30","116,709.91","118,478.95","116,709.91",4.95M,1.52%,Brazil
"Jan 16, 2020","116,704.21","116,414.88","117,105.58","115,961.42",5.42M,0.25%,Brazil
"Jan 15, 2020","116,414.35","117,632.40","117,632.40","116,188.11",5.57M,-1.04%,Brazil
"Jan 14, 2020","117,632.40","117,325.08","117,705.16","116,609.75",5.36M,0.26%,Brazil
"Jan 13, 2020","117,325.28","115,502.53","117,333.11","115,502.53",5.69M,1.58%,Brazil
"Jan 10, 2020","115,503.42","115,947.76","116,744.90","114,952.34",4.78M,-0.38%,Brazil
"Jan 09, 2020","115,947.11","116,247.52","116,820.04","115,410.67",5.95M,-0.26%,Brazil
"Jan 08, 2020","116,247.03","116,667.32","117,334.82","115,693.02",5.91M,-0.36%,Brazil
"Jan 07, 2020","116,661.94","116,871.73","117,075.85","115,965.38",4.85M,-0.18%,Brazil
"Jan 06, 2020","116,877.92","117,706.66","117,706.66","116,268.69",6.57M,-0.70%,Brazil
"Jan 03, 2020","117,706.66","118,564.44","118,791.86","117,340.57",6.83M,-0.73%,Brazil
"Jan 02, 2020","118,573.10","115,651.95","118,573.10","115,648.97",5.16M,2.53%,Brazil
"Nov 18, 2020","5,511.45","5,468.17","5,521.01","5,452.12",90.37M,0.52%,France
"Nov 17, 2020","5,483.00","5,468.29","5,487.31","5,441.26",97.13M,0.21%,France
"Nov 16, 2020","5,471.48","5,430.57","5,518.91","5,402.31",139.10M,1.70%,France
"Nov 13, 2020","5,380.16","5,343.32","5,411.12","5,343.25",101.91M,0.33%,France
"Nov 12, 2020","5,362.57","5,394.37","5,421.40","5,348.63",103.38M,-1.52%,France
"Nov 11, 2020","5,445.21","5,433.66","5,462.95","5,408.67",111.22M,0.48%,France
"Nov 10, 2020","5,418.97","5,351.31","5,439.08","5,327.22",209.89M,1.55%,France
"Nov 09, 2020","5,336.32","5,036.92","5,387.49","5,021.33",245.97M,7.57%,France
"Nov 06, 2020","4,960.88","4,964.26","4,997.74","4,915.24",89.98M,-0.46%,France
"Nov 05, 2020","4,983.99","4,956.02","4,998.19","4,942.18",103.98M,1.24%,France
"Nov 04, 2020","4,922.85","4,736.46","4,926.56","4,730.31",112.28M,2.44%,France
"Nov 03, 2020","4,805.61","4,743.86","4,812.29","4,730.23",114.00M,2.44%,France
"Nov 02, 2020","4,691.14","4,614.95","4,705.11","4,581.86",94.94M,2.11%,France
"Oct 30, 2020","4,594.24","4,519.37","4,601.74","4,519.37",109.10M,0.54%,France
"Oct 29, 2020","4,569.67","4,571.13","4,606.72","4,512.57",120.09M,-0.03%,France
"Oct 28, 2020","4,571.12","4,635.19","4,640.63","4,521.61",162.66M,-3.37%,France
"Oct 27, 2020","4,730.66","4,818.98","4,818.98","4,723.70",107.93M,-1.77%,France
"Oct 26, 2020","4,816.12","4,844.64","4,896.47","4,814.99",85.09M,-1.90%,France
"Oct 23, 2020","4,909.64","4,843.28","4,934.71","4,843.14",80.39M,1.20%,France
"Oct 22, 2020","4,851.38","4,830.44","4,873.90","4,783.65",89.67M,-0.05%,France
"Oct 21, 2020","4,853.95","4,945.33","4,945.33","4,849.01",77.28M,-1.53%,France
"Oct 20, 2020","4,929.28","4,932.87","4,968.61","4,914.49",89.48M,0.00%,France
"Oct 19, 2020","4,929.27","4,955.39","4,993.39","4,881.46",44.91M,-0.13%,France
"Oct 16, 2020","4,935.86","4,904.10","4,957.60","4,875.76",103.41M,2.03%,France
"Oct 15, 2020","4,837.42","4,873.03","4,881.31","4,808.58",106.04M,-2.11%,France
"Oct 14, 2020","4,941.66","4,956.69","4,965.32","4,928.43",71.56M,-0.12%,France
"Oct 13, 2020","4,947.61","4,976.28","4,976.58","4,928.64",81.15M,-0.64%,France
"Oct 12, 2020","4,979.29","4,952.47","4,998.51","4,944.00",74.09M,0.66%,France
"Oct 09, 2020","4,946.81","4,925.41","4,954.02","4,918.06",82.33M,0.71%,France
"Oct 08, 2020","4,911.94","4,910.49","4,936.04","4,877.10",76.90M,0.61%,France
"Oct 07, 2020","4,882.00","4,888.49","4,915.63","4,865.26",90.53M,-0.27%,France
"Oct 06, 2020","4,895.46","4,881.80","4,925.71","4,850.36",88.77M,0.48%,France
"Oct 05, 2020","4,871.87","4,863.63","4,876.86","4,842.26",73.98M,0.97%,France
"Oct 02, 2020","4,824.88","4,769.43","4,824.88","4,757.22",78.03M,0.02%,France
"Oct 01, 2020","4,824.04","4,850.20","4,871.83","4,804.77",90.32M,0.43%,France
"Sep 30, 2020","4,803.44","4,793.19","4,854.02","4,782.69",98.79M,-0.59%,France
"Sep 29, 2020","4,832.07","4,832.87","4,846.63","4,806.45",73.79M,-0.23%,France
"Sep 28, 2020","4,843.27","4,806.14","4,849.97","4,788.18",96.86M,2.40%,France
"Sep 25, 2020","4,729.66","4,754.81","4,758.05","4,666.26",96.96M,-0.69%,France
"Sep 24, 2020","4,762.62","4,746.10","4,806.83","4,744.04",97.84M,-0.83%,France
"Sep 23, 2020","4,802.26","4,824.17","4,871.45","4,802.26",86.95M,0.62%,France
"Sep 22, 2020","4,772.84","4,809.57","4,827.00","4,772.84",92.91M,-0.40%,France
"Sep 21, 2020","4,792.04","4,949.76","4,949.76","4,779.21",128.89M,-3.74%,France
"Sep 18, 2020","4,978.18","5,035.94","5,041.33","4,978.18",279.16M,-1.22%,France
"Sep 17, 2020","5,039.50","5,005.89","5,053.32","4,995.65",85.82M,-0.69%,France
"Sep 16, 2020","5,074.42","5,065.75","5,091.52","5,029.56",81.46M,0.13%,France
"Sep 15, 2020","5,067.93","5,056.90","5,087.99","5,035.10",79.32M,0.32%,France
"Sep 14, 2020","5,051.88","5,071.87","5,087.52","5,034.91",57.54M,0.35%,France
"Sep 11, 2020","5,034.14","5,014.97","5,053.63","4,997.86",70.57M,0.20%,France
"Sep 10, 2020","5,023.93","5,039.48","5,062.89","5,005.84",70.70M,-0.38%,France
"Sep 09, 2020","5,042.98","4,980.46","5,058.35","4,973.36",86.32M,1.40%,France
"Sep 08, 2020","4,973.52","5,052.88","5,061.60","4,935.38",85.59M,-1.59%,France
"Sep 07, 2020","5,053.72","4,979.87","5,064.64","4,979.87",61.69M,1.79%,France
"Sep 04, 2020","4,965.07","4,974.69","5,068.88","4,928.79",108.59M,-0.89%,France
"Sep 03, 2020","5,009.52","5,074.64","5,131.39","4,982.34",93.62M,-0.44%,France
"Sep 02, 2020","5,031.74","4,969.62","5,062.01","4,959.64",87.00M,1.90%,France
"Sep 01, 2020","4,938.10","4,974.42","4,993.56","4,892.83",91.32M,-0.18%,France
"Aug 31, 2020","4,947.22","5,041.34","5,067.55","4,942.18",97.43M,-1.11%,France
"Aug 28, 2020","5,002.94","5,031.31","5,031.53","4,970.64",71.21M,-0.26%,France
"Aug 27, 2020","5,015.97","5,052.26","5,052.26","5,005.46",67.45M,-0.64%,France
"Aug 26, 2020","5,048.43","4,991.63","5,050.10","4,977.94",49.32M,0.80%,France
"Aug 25, 2020","5,008.27","5,023.06","5,073.61","5,008.27",64.06M,0.01%,France
"Aug 24, 2020","5,007.89","4,948.71","5,013.70","4,948.71",68.84M,2.28%,France
"Aug 21, 2020","4,896.33","4,927.61","4,939.25","4,839.08",72.89M,-0.30%,France
"Aug 20, 2020","4,911.24","4,914.69","4,937.95","4,888.15",66.41M,-1.33%,France
"Aug 19, 2020","4,977.23","4,934.79","4,977.23","4,917.53",53.10M,0.79%,France
"Aug 18, 2020","4,938.06","4,951.98","5,001.29","4,924.15",60.47M,-0.68%,France
"Aug 17, 2020","4,971.94","4,972.59","4,995.55","4,937.72",51.86M,0.18%,France
"Aug 14, 2020","4,962.93","5,018.95","5,018.95","4,921.58",66.38M,-1.58%,France
"Aug 13, 2020","5,042.38","5,055.42","5,079.02","5,037.55",57.69M,-0.61%,France
"Aug 12, 2020","5,073.31","5,017.73","5,096.53","5,010.80",76.79M,0.90%,France
"Aug 11, 2020","5,027.99","4,952.41","5,052.12","4,949.05",97.81M,2.41%,France
"Aug 10, 2020","4,909.51","4,905.27","4,937.63","4,878.58",62.04M,0.41%,France
"Aug 07, 2020","4,889.52","4,873.10","4,896.21","4,843.90",62.37M,0.09%,France
"Aug 06, 2020","4,885.13","4,919.41","4,951.86","4,860.98",80.02M,-0.98%,France
"Aug 05, 2020","4,933.34","4,916.96","4,954.60","4,907.41",74.97M,0.90%,France
"Aug 04, 2020","4,889.52","4,905.66","4,920.80","4,856.65",86.95M,0.28%,France
"Aug 03, 2020","4,875.93","4,797.06","4,899.52","4,763.60",104.62M,1.93%,France
"Jul 31, 2020","4,783.69","4,866.24","4,902.90","4,783.69",129.68M,-1.43%,France
"Jul 30, 2020","4,852.94","4,952.08","4,952.38","4,801.02",137.07M,-2.13%,France
"Jul 29, 2020","4,958.74","4,948.48","4,978.50","4,945.58",75.52M,0.60%,France
"Jul 28, 2020","4,928.94","4,930.10","4,950.01","4,893.63",78.67M,-0.22%,France
"Jul 27, 2020","4,939.62","4,944.30","4,957.77","4,923.19",74.17M,-0.34%,France
"Jul 24, 2020","4,956.43","4,973.73","4,982.12","4,925.41",76.47M,-1.54%,France
"Jul 23, 2020","5,033.76","5,064.72","5,083.97","5,019.21",79.47M,-0.07%,France
"Jul 22, 2020","5,037.12","5,098.48","5,099.29","5,028.48",75.80M,-1.32%,France
"Jul 21, 2020","5,104.28","5,129.78","5,172.98","5,097.42",85.78M,0.22%,France
"Jul 20, 2020","5,093.18","5,058.48","5,100.79","5,015.11",65.19M,0.47%,France
"Jul 17, 2020","5,069.42","5,088.00","5,091.13","5,045.07",82.55M,-0.31%,France
"Jul 16, 2020","5,085.28","5,076.52","5,105.12","5,048.32",69.54M,-0.46%,France
"Jul 15, 2020","5,108.98","5,045.92","5,145.33","5,039.19",97.82M,2.03%,France
"Jul 14, 2020","5,007.46","4,990.48","5,007.46","4,941.73",83.50M,-0.96%,France
"Jul 13, 2020","5,056.23","5,026.20","5,060.43","4,980.12",75.19M,1.73%,France
"Jul 10, 2020","4,970.48","4,891.61","4,974.37","4,882.50",82.36M,1.01%,France
"Jul 09, 2020","4,921.01","5,006.52","5,014.85","4,911.56",83.12M,-1.21%,France
"Jul 08, 2020","4,981.13","5,004.82","5,040.52","4,969.83",79.88M,-1.24%,France
"Jul 07, 2020","5,043.73","5,054.04","5,056.52","5,009.03",75.99M,-0.74%,France
"Jul 06, 2020","5,081.51","5,112.50","5,121.72","5,059.07",88.52M,1.49%,France
"Jul 03, 2020","5,007.14","5,056.67","5,062.51","4,982.24",61.98M,-0.84%,France
"Jul 02, 2020","5,049.38","4,963.13","5,072.71","4,956.66",115.45M,2.49%,France
"Jul 01, 2020","4,926.94","4,939.80","4,963.37","4,851.37",94.50M,-0.18%,France
"Jun 30, 2020","4,935.99","4,958.94","4,967.35","4,901.96",102.40M,-0.19%,France
"Jun 29, 2020","4,945.46","4,887.23","4,977.63","4,867.33",94.42M,0.73%,France
"Jun 26, 2020","4,909.64","4,965.72","5,014.83","4,908.15",83.95M,-0.18%,France
"Jun 25, 2020","4,918.58","4,860.16","4,941.96","4,795.05",99.38M,0.97%,France
"Jun 24, 2020","4,871.36","4,985.63","5,004.04","4,871.36",97.10M,-2.92%,France
"Jun 23, 2020","5,017.68","4,972.88","5,046.31","4,962.60",101.53M,1.39%,France
"Jun 22, 2020","4,948.70","4,928.01","5,006.40","4,902.06",84.70M,-0.62%,France
